ml_input,焦虑,悲伤,生气,羞愧,无助,平静,轻松
[事件]: 努力减肥却反弹 [认知]: 我连自己的体重都控制不了，还能做成什么事呢？,50,50,25,75,75,0,0
[事件]: 好友借钱迟迟不还 [认知]: 所谓的友情在钱面前一文不值，人心太不可靠了。,30,70,65,25,40,0,0
[事件]: 方案被客户全盘否定 [认知]: 我的想法毫无价值，根本不适合吃这碗饭。,50,60,40,80,70,0,0
[事件]: 被裁员后投简历无回音 [认知]: 我真是个彻底的失败者，连份工作都找不到，这辈子可能就这样一事无成了，感觉自己毫无价值，拖累了家人。,80,75,20,85,90,0,0
[事件]: 发现伴侣手机有异性聊天 [认知]: 我肯定不够好，所以他才会找别人，我是不是哪里做错了，这段关系可能从一开始就是个错误，我根本不值得被爱。,70,80,60,85,75,0,0
[事件]: 当众发言时突然忘词 [认知]: 所有人都看到我出丑了，他们一定在嘲笑我，觉得我能力不行，以后我在这个圈子里再也抬不起头了，我真是个笑话。,75,50,10,70,60,5,0
[事件]: 体检报告显示几项指标异常 [认知]: 我肯定得了重病，身体要垮了，治疗要花很多钱还会拖累家人，人生还没开始就要结束了，恐惧得睡不着觉。,85,60,10,40,75,0,0
[事件]: 朋友聚会没叫我参加 [认知]: 他们肯定都讨厌我，觉得我无趣或者是个负担，我的人际关系一塌糊涂，连朋友都留不住，我是个不受欢迎的人。,60,80,40,75,85,0,0
[事件]: 看到同龄人事业有成 [认知]: 别人都那么成功，只有我还在原地踏步，我浪费了太多时间，能力太差，这辈子注定比不上别人，活得真失败。,80,75,20,85,80,5,0
[事件]: 父母催婚压力巨大 [认知]: 我让父母失望了，是个不孝子，连基本的成家都做不到，我的存在就是他们的负担，人生任务一项都完不成。,60,55,10,85,80,0,0
[事件]: 网购衣服穿上不好看 [认知]: 我身材太差了，穿什么都不好看，没有自信出门见人，这种自卑感让我厌恶自己，连镜子都不想照。,70,80,40,85,75,5,0
[事件]: 项目方案被领导否决 [认知]: 我的想法一文不值，能力根本达不到要求，在这个团队里就是个累赘，随时可能被淘汰，职业前景一片黑暗。,85,70,20,60,80,5,0
[事件]: 借钱给朋友后对方失联 [认知]: 我太蠢了，轻易相信别人，不仅损失了钱还被当成傻瓜，我的善良和信任总是被人利用，以后再也不相信任何人了。,60,50,70,80,75,10,5
[事件]: 孩子成绩在班级垫底 [认知]: 我是个失败的父母，没有教育好孩子，耽误了他的未来，别的家长一定在背后议论我，我连当家长都不合格。,75,60,20,80,70,10,5
[事件]: 租房到期房东不肯退押金 [认知]: 我总是遇到这种欺负人的事，因为我好说话就活该被欺负，这个世界对老实人太不公了，我恨自己的软弱。,70,60,85,75,80,5,0
[事件]: 在社交软件上被陌生人辱骂 [认知]: 连陌生人都讨厌我，我肯定有什么让人厌恶的特质，我的存在就是招人烦，或许我根本就不该出现在网络上。,60,70,40,80,75,0,0
[事件]: 尝试新发型被说显老 [认知]: 我连基本的打扮都做不好，审美糟糕，形象管理失败，别人一眼就能看出我的窘迫和土气，真不想见人了。,70,60,20,80,65,5,0
[事件]: 信用卡账单超出还款能力 [认知]: 我连自己的财务都管理不好，像个没长大的孩子，这种失控感让我焦虑，经济压力要把我压垮了，看不到出路。,85,40,20,60,75,0,0
[事件]: 看到前任有了新恋情 [认知]: 他这么快就放下了，说明我根本不重要，那段感情里只有我在认真，我可能从来就没被真正爱过，真可悲。,25,85,10,70,60,0,0
[事件]: 面试被拒后看到同学拿到offer [认知]: 我永远都比不上别人，连最基本的工作都找不到，这辈子注定是个失败者。,75,70,20,80,85,0,0
[事件]: 精心打扮却被说显老 [认知]: 我怎么努力都没用，天生就长得不好看，再怎么打扮也是白费力气。,25,50,0,75,75,0,0
[事件]: 信用卡账单超出还款能力 [认知]: 我连自己的财务都管不好，真是个没用的人，永远摆脱不了穷困。,75,80,20,85,90,0,0
[事件]: 体检报告显示新指标异常 [认知]: 我的身体只会越来越差，再怎么注意也没用，迟早会彻底垮掉。,85,60,20,10,80,5,0
[事件]: 聚会中说错话冷场 [认知]: 我永远学不会好好说话，总是惹人讨厌，根本不配拥有朋友。,25,50,0,75,75,0,0
[事件]: 发现伴侣和异性聊天频繁 [认知]: 我肯定比不上别人有吸引力，他迟早会离开我，我不值得被爱。,85,75,25,70,80,0,0
[事件]: 项目提案被领导驳回 [认知]: 我的想法一文不值，能力太差了，在职场上根本不会有任何成就。,75,75,0,0,75,0,0
[事件]: 试衣服时拉链拉不上 [认知]: 我又胖又丑，连件像样的衣服都穿不了，根本没法见人。,70,65,40,85,75,0,0
[事件]: 家人暗示同龄人都已结婚生子 [认知]: 我的人生进度全面落后，是个让家人失望的废物。,75,70,20,85,80,5,0
[事件]: 看到前同事升职加薪的朋友圈 [认知]: 别人都在进步，只有我在原地踏步甚至倒退，我真是太没用了。,25,50,0,75,75,0,0
[事件]: 租房遇到黑中介损失押金 [认知]: 我蠢到连这种当都会上，根本没法在社会上独立生存。,25,50,0,75,75,0,0
[事件]: 运动时受伤无法继续锻炼 [认知]: 我的身体就是这么不争气，连坚持健康生活都做不到。,25,40,30,70,65,0,0
[事件]: 在重要会议上发言声音发抖 [认知]: 我心理素质太差，一到关键时刻就掉链子，成不了大事。,70,40,20,75,50,10,5
[事件]: 精心准备的礼物被朋友转送 [认知]: 我送的东西别人根本看不上，我的心意一文不值。,50,75,25,85,60,0,0
[事件]: 学习新技能进度缓慢 [认知]: 我脑子太笨了，学什么都学不会，注定要被时代淘汰。,55,50,0,60,55,0,0
[事件]: 看到父母为钱发愁却帮不上忙 [认知]: 我真是个不孝子，长大了还要拖累父母，一点用都没有。,70,60,20,80,75,10,5
[事件]: 被公司裁员后待业三个月 [认知]: 我真是个彻底的失败者，连养活自己都做不到，这辈子可能就这样一事无成了，为什么别人都能顺利找到工作而我却不行,75,70,40,80,85,5,0
[事件]: 发现伴侣手机里有暧昧信息 [认知]: 我肯定是不够好才留不住对方的心，这段关系从一开始就是我在高攀，现在被背叛也是我活该，我根本不值得被爱,70,85,40,80,85,5,0
[事件]: 在重要会议上发言时结巴 [认知]: 所有人都看到我出丑了，他们一定在背后嘲笑我能力不足，这次失误会毁掉我的职业形象，以后再也抬不起头了,85,40,10,80,75,5,0
[事件]: 体检报告显示多项指标异常 [认知]: 我的身体肯定出大问题了，说不定是绝症，我的人生还没开始就要结束了，这种恐惧让我无法正常思考,85,50,0,0,75,0,0
[事件]: 朋友聚会没人主动邀请我 [认知]: 我果然是个不受欢迎的人，大家其实都不喜欢我，我只是个可有可无的存在，社交对我来说太难了,25,75,0,50,75,0,0
[事件]: 投资亏损了多年积蓄 [认知]: 我真是个愚蠢的决策者，连这么简单的判断都会出错，这些钱再也回不来了，我的人生已经被自己彻底毁了,70,85,40,80,90,0,0
[事件]: 看到镜子里自己发福的身材 [认知]: 我连自己的体重都控制不了，这么丑陋的样子谁会喜欢，这辈子都不可能拥有美好的爱情和自信了,75,70,40,80,85,0,0
[事件]: 父母总拿我和别人家孩子比较 [认知]: 我永远达不到他们的期望，我就是个让父母失望的废物，再怎么努力也比不上别人，活着真没意思,30,85,25,75,90,0,0
[事件]: 在社交软件上被多次拒绝匹配 [认知]: 连陌生人都看不上我，我一定是长相和条件都太差了，这辈子注定要孤独终老，没有人会真正喜欢我,80,85,20,75,90,0,0
[事件]: 工作中犯了个低级错误 [认知]: 同事和领导肯定觉得我能力很差，这个错误会永远被记住，我的职业生涯已经完了，再也得不到信任,85,70,20,90,80,5,0
[事件]: 听到别人在背后议论自己 [认知]: 他们说的都是真的，我就是那么糟糕的人，所有人都在讨厌我，我根本不应该出现在这个群体里,75,70,20,85,80,0,0
[事件]: 尝试新事物时屡次失败 [认知]: 我什么都做不好，连最简单的事情都会搞砸，这种无能感让我想放弃一切，我天生就不是成功的料,30,60,10,70,80,0,0
[事件]: 看到同龄人都结婚生子 [认知]: 我被社会抛弃了，人生进度落后这么多，永远赶不上别人了，这种孤独和失败会伴随我一辈子,75,80,20,60,85,0,0
[事件]: 亲人重病需要大量医疗费 [认知]: 我太没用了，连家人的健康都保障不了，这种无力感让我崩溃，我是个不称职的子女，不配被爱,40,60,0,85,90,0,0
[事件]: 在公开场合说错话得罪人 [认知]: 我的人际关系处理能力太差了，这次失误会让所有人远离我，我永远学不会如何与人相处,75,60,10,70,65,5,0
[事件]: 长期失眠导致白天状态差 [认知]: 连基本的睡眠都控制不了，我的意志力太薄弱了，这种状态会毁掉我的工作和生活，我什么都改变不了,70,40,20,65,75,0,0
[事件]: 被同事当众指出工作失误 [认知]: 我真是个一无是处的废物，所有人都在看我的笑话,75,60,20,85,70,0,0
[事件]: 伴侣忘记纪念日 [认知]: 他根本不在乎我，这段感情只有我一个人在付出,30,60,55,45,50,10,5
[事件]: 面试时紧张到语无伦次 [认知]: 我永远也找不到好工作，这辈子注定失败,85,60,10,70,80,5,0
[事件]: 脸上长了颗明显的痘痘 [认知]: 我现在丑得没法见人，所有人都会嫌弃我,70,40,20,65,30,0,0
[事件]: 朋友聚会没叫我 [认知]: 我果然是个不受欢迎的人，根本没人想和我做朋友,30,80,20,70,75,0,0
[事件]: 看到银行账户余额很少 [认知]: 我连基本生活都保障不了，未来一片黑暗,70,60,10,20,75,5,0
[事件]: 体检报告有一项指标异常 [认知]: 我肯定得了绝症，人生就要完了,85,30,0,0,70,0,0
[事件]: 在电梯里遇到邻居没打招呼 [认知]: 我社交能力太差了，连简单问候都做不好,50,25,0,50,25,0,0
[事件]: 孩子考试成绩不理想 [认知]: 我是个失败的父母，耽误了孩子的前途,25,50,0,75,75,0,0
[事件]: 网购的商品有瑕疵 [认知]: 我总是这么倒霉，好事从来轮不到我,25,30,20,10,50,10,0
[事件]: 开会时提出的建议被否决 [认知]: 我的想法毫无价值，根本不配发表意见,25,50,0,75,75,0,0
[事件]: 看到同龄人都事业有成 [认知]: 我的人生已经彻底落后，永远追不上别人了,50,50,0,75,75,0,0
[事件]: 尝试新发型被说不好看 [认知]: 我做什么都是错的，连打扮自己都不会,30,60,25,55,50,0,0
[事件]: 父母催婚压力很大 [认知]: 我让全家失望，是个不孝的子女,60,55,10,65,50,5,5
[事件]: 运动时扭伤了脚踝 [认知]: 我身体太脆弱了，什么都做不好,50,25,0,25,25,10,5
[事件]: 在公开场合说错一句话 [认知]: 所有人都会记住我的愚蠢，再也抬不起头,75,25,0,85,70,0,0
[事件]: 被恋人冷暴力分手 [认知]: 我肯定不够好，不值得被爱，以后也不会有人真心喜欢我了。,80,85,40,75,90,5,0
[事件]: 照镜子发现皱纹增多 [认知]: 我老了，变丑了，青春不再，人生价值也在流失。,40,60,20,55,50,0,0
[事件]: 失业后投简历无回音 [认知]: 我毫无竞争力，是个失败者，未来一片灰暗。,70,80,20,60,85,0,0
[事件]: 体检报告显示异常指标 [认知]: 我肯定得了重病，人生要完了，恐惧挥之不去。,85,60,10,5,80,0,0
[事件]: 在聚会中说错话冷场 [认知]: 我真是个社交白痴，大家肯定都在心里嘲笑我。,75,50,0,85,50,0,0
[事件]: 父母催婚压力巨大 [认知]: 我让家人失望，是个不孝子，人生进度落后所有人。,50,50,0,75,75,0,0
[事件]: 当众演讲时大脑空白 [认知]: 我彻底搞砸了，在所有人面前暴露了我的无能。,70,40,20,75,60,10,5
[事件]: 看到朋友事业成功 [认知]: 我比别人差远了，一辈子都赶不上，努力也没用。,25,50,0,75,75,0,0
[事件]: 孩子成绩下滑被老师约谈 [认知]: 我是个糟糕的家长，耽误了孩子的前途。,50,50,0,75,75,0,0
[事件]: 网购被客服敷衍对待 [认知]: 连陌生人都可以随意轻视我，我太软弱可欺了。,30,40,45,60,55,0,0
[事件]: 尝试新爱好很快放弃 [认知]: 我缺乏毅力，什么都做不好，注定一事无成。,60,70,30,80,85,10,5
[事件]: 独居时听到奇怪声响 [认知]: 可能有危险，我孤立无援，无法保护自己。,85,0,0,0,80,0,0
[事件]: 提出的方案被领导否决 [认知]: 我的想法毫无价值，在职场上没有存在感。,50,70,20,65,75,10,5
[事件]: 与邻居发生琐事纠纷 [认知]: 我处理不好人际关系，走到哪里都会惹上麻烦。,60,30,20,25,55,0,0
[事件]: 回忆童年不愉快经历 [认知]: 过去的创伤定义了我，我永远无法真正快乐起来。,40,70,20,60,75,10,5
[事件]: 看到社会负面新闻 [认知]: 这个世界充满恶意，未来没有希望，活着好累。,70,85,40,10,90,5,0
[事件]: 面试被拒后收到更优秀录取通知 [认知]: 我永远都是备选，根本没人真正认可我的能力，所有的机会都是别人挑剩下的。,70,75,40,80,85,0,0
[事件]: 精心准备的项目提案被领导否定 [认知]: 我的想法毫无价值，在专业领域里我永远是个外行，再怎么努力也得不到尊重。,75,70,40,80,85,5,0
[事件]: 朋友聚会时大家都聊得火热 [认知]: 我根本融不进任何圈子，我的存在只会让气氛尴尬，大家其实都不希望我来。,85,60,40,75,80,0,0
[事件]: 发现同龄人已经买房买车 [认知]: 我的人生已经彻底落后了，再怎么追赶也赶不上别人，这辈子注定是个失败者。,80,85,20,75,90,0,0
[事件]: 照镜子时注意到新的皱纹 [认知]: 我正在快速变老变丑，很快就会失去所有吸引力，没有人会再喜欢这样的我。,60,55,10,30,25,5,0
[事件]: 家人催婚时提到邻居孩子结婚 [认知]: 我让全家人都失望了，连最基本的成家都做不到，根本不配得到家人的爱。,30,60,0,80,70,0,0
[事件]: 健身一个月体重没有变化 [认知]: 我的身体根本不听使唤，连控制体重这么简单的事都做不到，自律对我来说是笑话。,50,50,25,75,75,0,0
[事件]: 在会议上发言时声音发抖 [认知]: 我永远克服不了当众说话的恐惧，一紧张就会出丑，所有人都在心里嘲笑我。,85,40,10,75,80,5,0
